"","seqid","source","type","start","end","score","strand","phase","attributes"
"179743.2","NC_059185.1","Gnomon","lnc_RNA",13086631,13113785,".","-",".","ID=rna-XR_006645964.1;Parent=gene-LOC116920404;Dbxref=GeneID:116920404,Genbank:XR_006645964.1;Name=XR_006645964.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC116920404;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=uncharacterized LOC116920404%2C transcript variant X5;transcript_id=XR_006645964.1"
"179797.2","NC_059185.1","Gnomon","gene",13090949,13115754,".","+",".","ID=gene-LOC116920358;Dbxref=GeneID:116920358;Name=LOC116920358;gbkey=Gene;gene=LOC116920358;gene_biotype=protein_coding"
"179798.2","NC_059185.1","Gnomon","mRNA",13090949,13115754,".","+",".","ID=rna-XM_045172821.1;Parent=gene-LOC116920358;Dbxref=GeneID:116920358,Genbank:XM_045172821.1;Name=XM_045172821.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920358;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 106 samples with support for all annotated introns;product=RGS domain-containing serine/threonine-protein kinase A%2C transcript variant X3;transcript_id=XM_045172821.1"
"179945.1","NC_059185.1","Gnomon","gene",13102170,13109538,".","-",".","ID=gene-LOC123471478;Dbxref=GeneID:123471478;Name=LOC123471478;gbkey=Gene;gene=LOC123471478;gene_biotype=lncRNA"
"179946.1","NC_059185.1","Gnomon","lnc_RNA",13102170,13109538,".","-",".","ID=rna-XR_006645972.1;Parent=gene-LOC123471478;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;Name=XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 42 samples with support for all annotated introns;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"179949.1","NC_059185.1","Gnomon","exon",13104594,13107567,".","-",".","ID=exon-XR_006645972.1-3;Parent=rna-XR_006645972.1;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"111857.15","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"179742.3","NC_059185.1","Gnomon","gene",13086631,13113785,".","-",".","ID=gene-LOC116920404;Dbxref=GeneID:116920404;Name=LOC116920404;gbkey=Gene;gene=LOC116920404;gene_biotype=lncRNA"
"179743.3","NC_059185.1","Gnomon","lnc_RNA",13086631,13113785,".","-",".","ID=rna-XR_006645964.1;Parent=gene-LOC116920404;Dbxref=GeneID:116920404,Genbank:XR_006645964.1;Name=XR_006645964.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC116920404;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=uncharacterized LOC116920404%2C transcript variant X5;transcript_id=XR_006645964.1"
"179797.3","NC_059185.1","Gnomon","gene",13090949,13115754,".","+",".","ID=gene-LOC116920358;Dbxref=GeneID:116920358;Name=LOC116920358;gbkey=Gene;gene=LOC116920358;gene_biotype=protein_coding"
"179798.3","NC_059185.1","Gnomon","mRNA",13090949,13115754,".","+",".","ID=rna-XM_045172821.1;Parent=gene-LOC116920358;Dbxref=GeneID:116920358,Genbank:XM_045172821.1;Name=XM_045172821.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920358;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 106 samples with support for all annotated introns;product=RGS domain-containing serine/threonine-protein kinase A%2C transcript variant X3;transcript_id=XM_045172821.1"
"179945.2","NC_059185.1","Gnomon","gene",13102170,13109538,".","-",".","ID=gene-LOC123471478;Dbxref=GeneID:123471478;Name=LOC123471478;gbkey=Gene;gene=LOC123471478;gene_biotype=lncRNA"
"179946.2","NC_059185.1","Gnomon","lnc_RNA",13102170,13109538,".","-",".","ID=rna-XR_006645972.1;Parent=gene-LOC123471478;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;Name=XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 42 samples with support for all annotated introns;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"179949.2","NC_059185.1","Gnomon","exon",13104594,13107567,".","-",".","ID=exon-XR_006645972.1-3;Parent=rna-XR_006645972.1;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"111857.16","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"179742.4","NC_059185.1","Gnomon","gene",13086631,13113785,".","-",".","ID=gene-LOC116920404;Dbxref=GeneID:116920404;Name=LOC116920404;gbkey=Gene;gene=LOC116920404;gene_biotype=lncRNA"
"179743.4","NC_059185.1","Gnomon","lnc_RNA",13086631,13113785,".","-",".","ID=rna-XR_006645964.1;Parent=gene-LOC116920404;Dbxref=GeneID:116920404,Genbank:XR_006645964.1;Name=XR_006645964.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC116920404;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=uncharacterized LOC116920404%2C transcript variant X5;transcript_id=XR_006645964.1"
"179797.4","NC_059185.1","Gnomon","gene",13090949,13115754,".","+",".","ID=gene-LOC116920358;Dbxref=GeneID:116920358;Name=LOC116920358;gbkey=Gene;gene=LOC116920358;gene_biotype=protein_coding"
"179798.4","NC_059185.1","Gnomon","mRNA",13090949,13115754,".","+",".","ID=rna-XM_045172821.1;Parent=gene-LOC116920358;Dbxref=GeneID:116920358,Genbank:XM_045172821.1;Name=XM_045172821.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920358;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 106 samples with support for all annotated introns;product=RGS domain-containing serine/threonine-protein kinase A%2C transcript variant X3;transcript_id=XM_045172821.1"
"179945.3","NC_059185.1","Gnomon","gene",13102170,13109538,".","-",".","ID=gene-LOC123471478;Dbxref=GeneID:123471478;Name=LOC123471478;gbkey=Gene;gene=LOC123471478;gene_biotype=lncRNA"
"179946.3","NC_059185.1","Gnomon","lnc_RNA",13102170,13109538,".","-",".","ID=rna-XR_006645972.1;Parent=gene-LOC123471478;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;Name=XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 42 samples with support for all annotated introns;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"179949.3","NC_059185.1","Gnomon","exon",13104594,13107567,".","-",".","ID=exon-XR_006645972.1-3;Parent=rna-XR_006645972.1;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"111857.17","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"179742.5","NC_059185.1","Gnomon","gene",13086631,13113785,".","-",".","ID=gene-LOC116920404;Dbxref=GeneID:116920404;Name=LOC116920404;gbkey=Gene;gene=LOC116920404;gene_biotype=lncRNA"
"179743.5","NC_059185.1","Gnomon","lnc_RNA",13086631,13113785,".","-",".","ID=rna-XR_006645964.1;Parent=gene-LOC116920404;Dbxref=GeneID:116920404,Genbank:XR_006645964.1;Name=XR_006645964.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC116920404;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=uncharacterized LOC116920404%2C transcript variant X5;transcript_id=XR_006645964.1"
"179797.5","NC_059185.1","Gnomon","gene",13090949,13115754,".","+",".","ID=gene-LOC116920358;Dbxref=GeneID:116920358;Name=LOC116920358;gbkey=Gene;gene=LOC116920358;gene_biotype=protein_coding"
"179798.5","NC_059185.1","Gnomon","mRNA",13090949,13115754,".","+",".","ID=rna-XM_045172821.1;Parent=gene-LOC116920358;Dbxref=GeneID:116920358,Genbank:XM_045172821.1;Name=XM_045172821.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920358;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 106 samples with support for all annotated introns;product=RGS domain-containing serine/threonine-protein kinase A%2C transcript variant X3;transcript_id=XM_045172821.1"
"179945.4","NC_059185.1","Gnomon","gene",13102170,13109538,".","-",".","ID=gene-LOC123471478;Dbxref=GeneID:123471478;Name=LOC123471478;gbkey=Gene;gene=LOC123471478;gene_biotype=lncRNA"
"179946.4","NC_059185.1","Gnomon","lnc_RNA",13102170,13109538,".","-",".","ID=rna-XR_006645972.1;Parent=gene-LOC123471478;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;Name=XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 42 samples with support for all annotated introns;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"179949.4","NC_059185.1","Gnomon","exon",13104594,13107567,".","-",".","ID=exon-XR_006645972.1-3;Parent=rna-XR_006645972.1;Dbxref=GeneID:123471478,Genbank:XR_006645972.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC123471478;product=uncharacterized LOC123471478;transcript_id=XR_006645972.1"
"111857.18","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"180022","NC_059185.1","Gnomon","gene",13129055,13135255,".","-",".","ID=gene-LOC116920191;Dbxref=GeneID:116920191;Name=LOC116920191;gbkey=Gene;gene=LOC116920191;gene_biotype=protein_coding"
"180023","NC_059185.1","Gnomon","mRNA",13129055,13135255,".","-",".","ID=rna-XM_032926313.2;Parent=gene-LOC116920191;Dbxref=GeneID:116920191,Genbank:XM_032926313.2;Name=XM_032926313.2;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920191;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 135 samples with support for all annotated introns;product=titin;transcript_id=XM_032926313.2"
"180028","NC_059185.1","Gnomon","exon",13133085,13134056,".","-",".","ID=exon-XM_032926313.2-5;Parent=rna-XM_032926313.2;Dbxref=GeneID:116920191,Genbank:XM_032926313.2;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified transcription discrepancy;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920191;product=titin;transcript_id=XM_032926313.2"
"180033","NC_059185.1","Gnomon","CDS",13133085,13134056,".","-","0","ID=cds-XP_032782204.2;Parent=rna-XM_032926313.2;Dbxref=GeneID:116920191,Genbank:XP_032782204.2;Name=XP_032782204.2;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: deleted 1 base in 1 codon;exception=unclassified translation discrepancy;gbkey=CDS;gene=LOC116920191;product=LOW QUALITY PROTEIN: titin;protein_id=XP_032782204.2"
"183210","NC_059185.1","RefSeq","cDNA_match",13129055,13134056,".","-",".","ID=a4661c24-5bbb-48d1-8a3e-82284e9e454a;Target=XM_032926313.2 896 5896 +;for_remapping=2;gap_count=1;num_ident=5896;num_mismatch=0;pct_coverage=100;pct_coverage_hiqual=100;pct_identity_gap=99.983;pct_identity_ungap=100;rank=1;Gap=M972 D1 M4029"
"183224.12","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"232602","NC_059188.1","Gnomon","gene",12006968,12008640,".","+",".","ID=gene-LOC116926532;Dbxref=GeneID:116926532;Name=LOC116926532;gbkey=Gene;gene=LOC116926532;gene_biotype=protein_coding"
"232603","NC_059188.1","Gnomon","mRNA",12006968,12008640,".","+",".","ID=rna-XM_032933471.2;Parent=gene-LOC116926532;Dbxref=GeneID:116926532,Genbank:XM_032933471.2;Name=XM_032933471.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116926532;model_evidence=Supporting evidence includes similarity to: 1 EST%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 144 samples with support for all annotated introns;product=uncharacterized LOC116926532;transcript_id=XM_032933471.2"
"257920","NC_059189.1","Gnomon","gene",4280931,4286355,".","+",".","ID=gene-LOC116929043;Dbxref=GeneID:116929043;Name=LOC116929043;gbkey=Gene;gene=LOC116929043;gene_biotype=protein_coding"
"257921","NC_059189.1","Gnomon","mRNA",4280931,4286355,".","+",".","ID=rna-XM_045178007.1;Parent=gene-LOC116929043;Dbxref=GeneID:116929043,Genbank:XM_045178007.1;Name=XM_045178007.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929043;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 7 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC116929043;transcript_id=XM_045178007.1"
"257927","NC_059189.1","Gnomon","exon",4282362,4282474,".","+",".","ID=exon-XM_045178007.1-6;Parent=rna-XM_045178007.1;Dbxref=GeneID:116929043,Genbank:XM_045178007.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929043;product=uncharacterized LOC116929043;transcript_id=XM_045178007.1"
"257939","NC_059189.1","Gnomon","CDS",4282362,4282474,".","+","0","ID=cds-XP_045033942.1;Parent=rna-XM_045178007.1;Dbxref=GeneID:116929043,Genbank:XP_045033942.1;Name=XP_045033942.1;gbkey=CDS;gene=LOC116929043;product=uncharacterized protein LOC116929043;protein_id=XP_045033942.1"
"67738","NC_059183.1","Gnomon","gene",17201381,17203044,".","+",".","ID=gene-LOC116916995;Dbxref=GeneID:116916995;Name=LOC116916995;gbkey=Gene;gene=LOC116916995;gene_biotype=protein_coding"
"67739","NC_059183.1","Gnomon","mRNA",17201381,17203044,".","+",".","ID=rna-XM_032922328.2;Parent=gene-LOC116916995;Dbxref=GeneID:116916995,Genbank:XM_032922328.2;Name=XM_032922328.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116916995;model_evidence=Supporting evidence includes similarity to: 48 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 146 samples with support for all annotated introns;product=zinc transporter zipt-7.2;transcript_id=XM_032922328.2"
"67740","NC_059183.1","Gnomon","exon",17201381,17202296,".","+",".","ID=exon-XM_032922328.2-1;Parent=rna-XM_032922328.2;Dbxref=GeneID:116916995,Genbank:XM_032922328.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116916995;product=zinc transporter zipt-7.2;transcript_id=XM_032922328.2"
"67743","NC_059183.1","Gnomon","CDS",17201447,17202296,".","+","0","ID=cds-XP_032778219.2;Parent=rna-XM_032922328.2;Dbxref=GeneID:116916995,Genbank:XP_032778219.2;Name=XP_032778219.2;gbkey=CDS;gene=LOC116916995;product=zinc transporter zipt-7.2;protein_id=XP_032778219.2"
"79120.19","NC_059184.1","RefSeq","region",1,13906530,".","+",".","ID=NC_059184.1:1..13906530;Dbxref=taxon:35525;Name=LG3;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG3;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"111857.19","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
